id,ndex,species,forme,dex1,dex2,type1_id,type2_id,ability1_id,ability2_id,hidden_ability_id,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percent_male,percent_female,egg_group1,egg_group2,image_url
476,476,Probopass,Probopass,It radiates such a powerful magnetic field that nearby electrical appliances become unusable.,"The main body controls three mobile units called Mini-Noses, which it maneuvers to catch prey.",13,17,5,42,159,60,55,145,75,150,40,525,749.6,4.0,Compass Pokémon,0.5,0.5,Mineral,,476.png
477,477,Dusknoir,Dusknoir,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,It is said to take lost spirits into its pliant body and guide them home.,14,,46,,119,45,100,135,65,135,45,525,235.0,7.0,Gripper Pokémon,0.5,0.5,Amorphous,,477.png
478,478,Froslass,Froslass,"When it finds humans or Pokémon it likes, it freezes them and takes them to its chilly den, where they become decorations.","The soul of a woman lost on a snowy mountain possessed an icicle, becoming this Pokémon. The food it most relishes is the souls of men.",6,14,81,,130,70,80,70,80,70,110,480,58.6,4.0,Snow Land Pokémon,0.0,1.0,Fairy,Mineral,478.png
479,479,Rotom,Rotom (Rotom),Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,Its electric-like body can enter some kinds of machines and take control in order to make mischief.,4,14,26,,,50,50,77,95,77,91,440,0.7,1.0,Plasma Pokémon,,,Amorphous,,479.png
480,480,Uxie,Uxie,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,It is said that its emergence gave humans the intelligence to improve their quality of life.,11,,26,,,75,75,130,75,130,95,580,0.7,1.0,Knowledge Pokémon,,,Undiscovered,,480.png
481,481,Mesprit,Mesprit,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,11,,26,,,80,105,105,105,105,80,580,0.7,1.0,Emotion Pokémon,,,Undiscovered,,481.png
482,482,Azelf,Azelf,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,"It is thought that UXIE, MESPRIT and AZELF all came from the same egg.",11,,26,,,75,125,70,125,70,115,580,0.7,1.0,Willpower Pokémon,,,Undiscovered,,482.png
483,483,Dialga,Dialga,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,A Pokémon spoken of in legend. It is said that time began moving when DIALGA was born.,17,15,46,,140,100,120,120,150,100,90,680,1505.8,17.0,Temporal Pokémon,,,Undiscovered,,483.png
484,484,Palkia,Palkia,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,3,15,46,,140,90,120,100,150,120,100,680,740.8,13.0,Spatial Pokémon,,,Undiscovered,,484.png
485,485,Heatran,Heatran,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,"Its body is made of rugged steel. However, it is partially melted in spots because of its own heat.",2,17,18,,49,91,90,106,130,106,77,600,948.0,5.0,Lava Dome Pokémon,0.5,0.5,Undiscovered,,485.png
486,486,Regigigas,Regigigas,There is an enduring legend that states this Pokémon towed continents with ropes.,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.",1,,112,,,110,160,110,80,110,100,670,925.9,12.0,Colossal Pokémon,,,Undiscovered,,486.png
487,487,Giratina,Giratina (Altered Forme),A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,It was banished for its violence. It silently gazed upon the old world from the Distortion World.,14,15,46,,140,150,100,120,100,120,90,680,1653.5,14.0,Renegade Pokémon,,,Undiscovered,,487.png
488,488,Cresselia,Cresselia,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,"On nights around the quarter moon, the aurora from its tail extends and undulates beautifully.",11,,26,,,120,70,120,75,130,85,600,188.7,4.0,Lunar Pokémon,,,Undiscovered,,488.png
489,489,Phione,Phione,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",3,,93,,,80,80,80,80,80,80,480,6.8,1.0,Sea Drifter Pokémon,,,Water 1,Fairy,489.png
490,490,Manaphy,Manaphy,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",Water makes up 80% of its body. This Pokémon is easily affected by its environment.,3,,93,,,100,100,100,100,100,100,600,3.1,1.0,Seafaring Pokémon,,,Water 1,Fairy,490.png
491,491,Darkrai,Darkrai,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"Folklore has it that on moonless nights, this Pokémon will make people see horrific nightmares.",16,,123,,,70,90,90,135,90,125,600,111.3,4.0,Pitch-Black Pokémon,,,Undiscovered,,491.png
492,492,Shaymin,Shaymin (Land Forme),It lives in flower patches and avoids detection by curling up to look like a flowering plant.,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,5,,30,,,100,100,100,100,100,100,600,4.6,0.0,Gratitude Pokémon,,,Undiscovered,,492.png
493,493,Arceus,Arceus (Normal),"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",It is told in mythology that this Pokémon was born before the universe even existed.,1,,121,,,120,120,120,120,120,120,720,705.5,10.0,Alpha Pokémon,,,Undiscovered,,493.png
494,494,Victini,Victini,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.","It creates an unlimited supply of energy inside its body, which it shares with those who touch it.",11,2,162,,,100,100,100,100,100,100,600,8.8,1.0,Victory Pokémon,0.0,1.0,Undiscovered,,494.png
495,495,Snivy,Snivy,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",5,,65,,126,45,45,55,45,55,63,308,17.9,2.0,Grass Snake Pokémon,0.875,0.125,Field,Grass,495.png
496,496,Servine,Servine,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",They avoid attacks by sinking into the shadows of thick foliage. They retaliate with masterful whipping techniques.,5,,65,,126,60,60,75,60,75,83,413,35.3,2.0,Grass Snake Pokémon,0.875,0.125,Field,Grass,496.png
497,497,Serperior,Serperior,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,They raise their heads to intimidate opponents but only give it their all when fighting a powerful opponent.,5,,65,,126,75,75,95,75,95,113,528,138.9,10.0,Regal Pokémon,0.875,0.125,Field,Grass,497.png
498,498,Tepig,Tepig,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,"It blows fire through its nose. When it catches a cold, the fire becomes pitch-black smoke instead.",2,,66,,47,65,63,45,45,45,45,308,21.8,1.0,Fire Pig Pokémon,0.875,0.125,Field,,498.png
499,499,Pignite,Pignite,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Whatever it eats becomes fuel for the flame in its stomach. When it is angered, the intensity of the flame increases.",2,7,66,,47,90,93,55,70,55,55,418,122.4,3.0,Fire Pig Pokémon,0.875,0.125,Field,,499.png
500,500,Emboar,Emboar,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,It has mastered fast and powerful fighting moves. It grows a beard of fire.,2,7,66,,120,110,123,65,100,65,65,528,330.7,5.0,Mega Fire Pig Pokémon,0.875,0.125,Field,,500.png
501,501,Oshawott,Oshawott,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",The scalchop on its stomach is made from the same elements as claws. It detaches the scalchop for use as a blade.,3,,67,,75,55,55,45,63,45,45,308,13.0,1.0,Sea Otter Pokémon,0.875,0.125,Field,,501.png
502,502,Dewott,Dewott,Strict training is how it learns its flowing double-scalchop technique.,Scalchop techniques differ from one Dewott to another. It never neglects maintaining its scalchops.,3,,67,,75,75,75,60,83,60,60,413,54.0,2.0,Discipline Pokémon,0.875,0.125,Field,,502.png
503,503,Samurott,Samurott,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,Part of the armor on its anterior legs becomes a giant sword. Its cry alone is enough to intimidate most enemies.,3,,67,,75,95,100,85,108,70,70,528,208.6,4.0,Formidable Pokémon,0.875,0.125,Field,,503.png
504,504,Patrat,Patrat,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.","Extremely cautious, they take shifts to maintain a constant watch of their nest. They feel insecure without a lookout.",1,,50,51,148,45,55,39,35,39,42,255,25.6,1.0,Scout Pokémon,0.5,0.5,Field,,504.png
505,505,Watchog,Watchog,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",They make the patterns on their bodies shine in order to threaten predators. Keen eyesight lets them see in the dark.,1,,35,51,148,60,85,69,60,69,77,420,59.5,3.0,Lookout Pokémon,0.5,0.5,Field,,505.png
506,506,Lillipup,Lillipup,"Because it doesn’t yelp, it’s extremely popular with Trainers who live in apartment buildings.","The long fur surrounding its face functions as radar, enabling it to probe the condition of its battle opponents.",1,,72,53,50,45,60,45,25,45,55,275,9.0,1.0,Puppy Pokémon,0.5,0.5,Field,,506.png
507,507,Herdier,Herdier,Its dense black fur grows continuously. The high cost of keeping its hard fur properly groomed makes this a troublesome Pokémon to train.,"This Pokémon obeys its master’s orders faithfully. However, it refuses to listen to anything said by a person it doesn’t respect.",1,,22,146,113,65,80,65,35,65,60,370,32.4,2.0,Loyal Dog Pokémon,0.5,0.5,Field,,507.png
508,508,Stoutland,Stoutland,"Intelligent, good-natured, and valiant, it’s a trustworthy partner on rescue teams.","With this wise Pokémon, there could be no concern that it would ever attack people. Some parents even trust it to babysit.",1,,22,146,113,85,110,90,45,90,80,500,134.5,3.0,Big-Hearted Pokémon,0.5,0.5,Field,,508.png
509,509,Purrloin,Purrloin,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws.",16,,7,84,158,41,50,37,50,37,66,281,22.3,1.0,Devious Pokémon,0.5,0.5,Field,,509.png
510,510,Liepard,Liepard,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",16,,7,84,158,64,88,50,88,50,106,446,82.7,3.0,Cruel Pokémon,0.5,0.5,Field,,510.png
511,511,Pansage,Pansage,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,5,,82,,65,50,53,48,53,48,64,316,23.1,2.0,Grass Monkey Pokémon,0.875,0.125,Field,,511.png
512,512,Simisage,Simisage,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.,5,,82,,65,75,98,63,98,63,101,498,67.2,3.0,Thorn Monkey Pokémon,0.875,0.125,Field,,512.png
513,513,Pansear,Pansear,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600° F.,2,,82,,66,50,53,48,53,48,64,316,24.3,2.0,High Temp Pokémon,0.875,0.125,Field,,513.png
514,514,Simisear,Simisear,It loves sweets because they become energy for the fire burning inside its body.,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.,2,,82,,66,75,98,63,98,63,101,498,61.7,3.0,Ember Pokémon,0.875,0.125,Field,,514.png
515,515,Panpour,Panpour,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,It does not thrive in dry environments. It keeps itself damp by shooting water stored in its head tuft from its tail.,3,,82,,67,50,53,48,53,48,64,316,29.8,2.0,Spray Pokémon,0.875,0.125,Field,,515.png
516,516,Simipour,Simipour,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.","The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.",3,,82,,67,75,98,63,98,63,101,498,63.9,3.0,Geyser Pokémon,0.875,0.125,Field,,516.png
517,517,Munna,Munna,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",11,,108,28,140,76,25,45,67,55,24,292,51.4,2.0,Dream Eater Pokémon,0.5,0.5,Field,,517.png
518,518,Musharna,Musharna,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,"With the mist from its forehead, it can create shapes of things from dreams it has eaten.",11,,108,28,140,116,55,85,107,95,29,487,133.4,3.0,Drowsing Pokémon,0.5,0.5,Field,,518.png
519,519,Pidove,Pidove,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,1,10,145,105,79,50,55,50,36,30,43,264,4.6,1.0,Tiny Pigeon Pokémon,0.5,0.5,Flying,,519.png
520,520,Tranquill,Tranquill,It can return to its Trainer’s location regardless of the distance separating them.,"Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war.",1,10,145,105,79,62,77,62,50,42,65,358,33.1,2.0,Wild Pigeon Pokémon,0.5,0.5,Flying,,520.png
